result_type,temperature_K,donor_cm3,complete_ionization_error_percent
NUMERICAL RESULT,101.71428571428572,1449740670372.6345,0.009412591807511639
NUMERICAL RESULT,112.0,1449740670372.6345,0.005052696434071358
NUMERICAL RESULT,122.28571428571429,1449740670372.6345,0.002976753302452728
NUMERICAL RESULT,132.57142857142858,1449740670372.6345,0.0018852067517949322
NUMERICAL RESULT,142.85714285714286,1449740670372.6345,0.0012644401834904784
NUMERICAL RESULT,153.14285714285717,1449740670372.6345,0.0008883485895117005
NUMERICAL RESULT,163.42857142857144,1449740670372.6345,0.0006483551921565578
NUMERICAL RESULT,173.71428571428572,1449740670372.6345,0.0004884369952273815
NUMERICAL RESULT,184.0,1449740670372.6345,0.00037791884894833316
NUMERICAL RESULT,194.2857142857143,1449740670372.6345,0.00029912719530234
NUMERICAL RESULT,204.57142857142858,1449740670372.6345,0.0002414289469898634
NUMERICAL RESULT,214.85714285714286,1449740670372.6345,0.00019818222112277795
NUMERICAL RESULT,225.14285714285717,1449740670372.6345,0.00016510013929327272
NUMERICAL RESULT,235.42857142857144,1449740670372.6345,0.00013933496036955262
NUMERICAL RESULT,245.71428571428572,1449740670372.6345,0.00011894608360485392
NUMERICAL RESULT,256.0,1449740670372.6345,0.00010258067180135555
NUMERICAL RESULT,266.28571428571433,1449740670372.6345,8.927622665577672e-05
NUMERICAL RESULT,276.57142857142856,1449740670372.6345,7.833526052269946e-05
NUMERICAL RESULT,286.8571428571429,1449740670372.6345,6.924382078832281e-05
NUMERICAL RESULT,297.14285714285717,1449740670372.6345,6.161716876729173e-05
NUMERICAL RESULT,307.42857142857144,1449740670372.6345,5.5162226364480205e-05
NUMERICAL RESULT,317.7142857142857,1449740670372.6345,4.964886695102422e-05
NUMERICAL RESULT,328.0,1449740670372.6345,4.4880653971013373e-05
NUMERICAL RESULT,338.28571428571433,1449740670372.6345,4.064789687063808e-05
NUMERICAL RESULT,348.5714285714286,1449740670372.6345,3.6636843558923715e-05
NUMERICAL RESULT,358.8571428571429,1449740670372.6345,3.233603134145113e-05
NUMERICAL RESULT,369.14285714285717,1449740670372.6345,2.7341019936955036e-05
NUMERICAL RESULT,379.42857142857144,1449740670372.6345,2.2233684737749115e-05
NUMERICAL RESULT,389.7142857142857,1449740670372.6345,1.8102028165323247e-05
NUMERICAL RESULT,400.0,1449740670372.6345,1.5203285119724796e-05
NUMERICAL RESULT,40.0,2101748011332.487,89.32764909933977
NUMERICAL RESULT,50.285714285714285,2101748011332.487,7.463380878460435
NUMERICAL RESULT,60.57142857142857,2101748011332.487,1.0062775417941872
NUMERICAL RESULT,70.85714285714286,2101748011332.487,0.22556857658637686
NUMERICAL RESULT,81.14285714285714,2101748011332.487,0.07154987940554136
NUMERICAL RESULT,91.42857142857143,2101748011332.487,0.02874041837463981
NUMERICAL RESULT,101.71428571428572,2101748011332.487,0.01364524021782998
NUMERICAL RESULT,112.0,2101748011332.487,0.007324931006169599
NUMERICAL RESULT,122.28571428571429,2101748011332.487,0.004315462654935764
NUMERICAL RESULT,132.57142857142858,2101748011332.487,0.0027330379150480866
NUMERICAL RESULT,142.85714285714286,2101748011332.487,0.001833100051418235
NUMERICAL RESULT,153.14285714285717,2101748011332.487,0.0012878735801358232
NUMERICAL RESULT,163.42857142857144,2101748011332.487,0.0009399433963608317
NUMERICAL RESULT,173.71428571428572,2101748011332.487,0.0007081054330448922
NUMERICAL RESULT,184.0,2101748011332.487,0.0005478808985381889
NUMERICAL RESULT,194.2857142857143,2101748011332.487,0.0004336562848150649
NUMERICAL RESULT,204.57142857142858,2101748011332.487,0.00035000898752635123
NUMERICAL RESULT,214.85714285714286,2101748011332.487,0.0002873125750646466
NUMERICAL RESULT,225.14285714285717,2101748011332.487,0.00023935221173942978
NUMERICAL RESULT,235.42857142857144,2101748011332.487,0.00020199943557841493
NUMERICAL RESULT,245.71428571428572,2101748011332.487,0.00017244088379442246
NUMERICAL RESULT,256.0,2101748011332.487,0.00014871530755744544
NUMERICAL RESULT,266.28571428571433,2101748011332.487,0.00012942732636744836
NUMERICAL RESULT,276.57142857142856,2101748011332.487,0.00011356579057153482
NUMERICAL RESULT,286.8571428571429,2101748011332.487,0.00010038565243508657
NUMERICAL RESULT,297.14285714285717,2101748011332.487,8.932942361372653e-05
NUMERICAL RESULT,307.42857142857144,2101748011332.487,7.997340214505044e-05
NUMERICAL RESULT,317.7142857142857,2101748011332.487,7.198874383274045e-05
NUMERICAL RESULT,328.0,2101748011332.487,6.510770469425609e-05
NUMERICAL RESULT,338.28571428571433,2101748011332.487,5.908098157370034e-05
NUMERICAL RESULT,348.5714285714286,2101748011332.487,5.360009376342845e-05
NUMERICAL RESULT,358.8571428571429,2101748011332.487,4.8166935195936844e-05
NUMERICAL RESULT,369.14285714285717,2101748011332.487,4.20884788132625e-05
NUMERICAL RESULT,379.42857142857144,2101748011332.487,3.5207699666806036e-05
NUMERICAL RESULT,389.7142857142857,2101748011332.487,2.8692076470271388e-05
NUMERICAL RESULT,400.0,2101748011332.487,2.367213480791719e-05
NUMERICAL RESULT,40.0,3046989570903.511,114.37243424728561
NUMERICAL RESULT,50.285714285714285,3046989570903.511,10.520660784331625
NUMERICAL RESULT,60.57142857142857,3046989570903.511,1.4524262394511211
NUMERICAL RESULT,70.85714285714286,3046989570903.511,0.3266863808587983
NUMERICAL RESULT,81.14285714285714,3046989570903.511,0.10369547003616919
NUMERICAL RESULT,91.42857142857143,3046989570903.511,0.041660779833541106
NUMERICAL RESULT,101.71428571428572,3046989570903.511,0.019780846566397337
NUMERICAL RESULT,112.0,3046989570903.511,0.010618901175796225
NUMERICAL RESULT,122.28571428571429,3046989570903.511,0.006256180593888772
NUMERICAL RESULT,132.57142857142858,3046989570903.511,0.003962147557090567
NUMERICAL RESULT,142.85714285714286,3046989570903.511,0.0026574978851057196
NUMERICAL RESULT,153.14285714285717,3046989570903.511,0.0018670719089453058
NUMERICAL RESULT,163.42857142857144,3046989570903.511,0.0013626713346814867
NUMERICAL RESULT,173.71428571428572,3046989570903.511,0.0010265660223440776
NUMERICAL RESULT,184.0,3046989570903.511,0.0007942868574195572
NUMERICAL RESULT,194.2857142857143,3046989570903.511,0.000628687396031502
NUMERICAL RESULT,204.57142857142858,3046989570903.511,0.0005074216174794088
NUMERICAL RESULT,214.85714285714286,3046989570903.511,0.00041652819424697896
NUMERICAL RESULT,225.14285714285717,3046989570903.511,0.00034699826960693514
NUMERICAL RESULT,235.42857142857144,3046989570903.511,0.00029284653491057355
NUMERICAL RESULT,245.71428571428572,3046989570903.511,0.00024999437171491223
NUMERICAL RESULT,256.0,3046989570903.511,0.00021559848490948497
NUMERICAL RESULT,266.28571428571433,3046989570903.511,0.00018763595390769439
NUMERICAL RESULT,276.57142857142856,3046989570903.511,0.00016464087568834884
NUMERICAL RESULT,286.8571428571429,3046989570903.511,0.00014553316600718347
NUMERICAL RESULT,297.14285714285717,3046989570903.511,0.0001295047994176457
NUMERICAL RESULT,307.42857142857144,3046989570903.511,0.00011594237541157071
NUMERICAL RESULT,317.7142857142857,3046989570903.511,0.00010437241517724516
NUMERICAL RESULT,328.0,3046989570903.511,9.441877164562129e-05
NUMERICAL RESULT,338.28571428571433,3046989570903.511,8.575819610001645e-05
NUMERICAL RESULT,348.5714285714286,3046989570903.511,7.805571042851511e-05
NUMERICAL RESULT,358.8571428571429,3046989570903.511,7.084071913521228e-05
NUMERICAL RESULT,369.14285714285717,3046989570903.511,6.335944515711844e-05
NUMERICAL RESULT,379.42857142857144,3046989570903.511,5.481828015962975e-05
NUMERICAL RESULT,389.7142857142857,3046989570903.511,4.558360702233699e-05
NUMERICAL RESULT,400.0,3046989570903.511,3.738652825102662e-05
NUMERICAL RESULT,40.0,4417344703140.064,145.05172649201978
NUMERICAL RESULT,50.285714285714285,4417344703140.064,14.696884419817424
NUMERICAL RESULT,60.57142857142857,4417344703140.064,2.0924415507646232
NUMERICAL RESULT,70.85714285714286,4417344703140.064,0.47292127646241244
NUMERICAL RESULT,81.14285714285714,4417344703140.064,0.15026165993325957
NUMERICAL RESULT,91.42857142857143,4417344703140.064,0.06038603022084921
NUMERICAL RESULT,101.71428571428572,4417344703140.064,0.028674551761898037
NUMERICAL RESULT,112.0,4417344703140.064,0.015393919559469893
NUMERICAL RESULT,122.28571428571429,4417344703140.064,0.009069584895926575
NUMERICAL RESULT,132.57142857142858,4417344703140.064,0.0057439844590723155
NUMERICAL RESULT,142.85714285714286,4417344703140.064,0.0038526369204650024
NUMERICAL RESULT,153.14285714285717,4417344703140.064,0.0027067471333408477
NUMERICAL RESULT,163.42857142857144,4417344703140.064,0.001975505585871673
NUMERICAL RESULT,173.71428571428572,4417344703140.064,0.0014882475686928132
NUMERICAL RESULT,184.0,4417344703140.064,0.0011515059555433638
NUMERICAL RESULT,194.2857142857143,4417344703140.064,0.0009114320019154576
NUMERICAL RESULT,204.57142857142858,4417344703140.064,0.0007356278938663863
NUMERICAL RESULT,214.85714285714286,4417344703140.064,0.000603856749115117
NUMERICAL RESULT,225.14285714285717,4417344703140.064,0.0005030566944785875
NUMERICAL RESULT,235.42857142857144,4417344703140.064,0.0004245509841238615
NUMERICAL RESULT,245.71428571428572,4417344703140.064,0.0003624268521296159
NUMERICAL RESULT,256.0,4417344703140.064,0.0003125615964938433
NUMERICAL RESULT,266.28571428571433,4417344703140.064,0.0002720232527897437
NUMERICAL RESULT,276.57142857142856,4417344703140.064,0.00023868640710578148
NUMERICAL RESULT,286.8571428571429,4417344703140.064,0.00021098529308094527
NUMERICAL RESULT,297.14285714285717,4417344703140.064,0.0001877485257262279
NUMERICAL RESULT,307.42857142857144,4417344703140.064,0.00016808748444230304
NUMERICAL RESULT,317.7142857142857,4417344703140.064,0.00015131799966372483
NUMERICAL RESULT,328.0,4417344703140.064,0.00013690268252375404
NUMERICAL RESULT,338.28571428571433,4417344703140.064,0.00012440069661057152
NUMERICAL RESULT,348.5714285714286,4417344703140.064,0.00011340646501878382
NUMERICAL RESULT,358.8571428571429,4417344703140.064,0.00010344576417686824
NUMERICAL RESULT,369.14285714285717,4417344703140.064,9.380083618726331e-05
NUMERICAL RESULT,379.42857142857144,4417344703140.064,8.341407278233959e-05
NUMERICAL RESULT,389.7142857142857,4417344703140.064,7.157997150564199e-05
NUMERICAL RESULT,400.0,4417344703140.064,5.943798866425709e-05
NUMERICAL RESULT,40.0,6404004271197.283,182.44632378363352
NUMERICAL RESULT,50.285714285714285,6404004271197.283,20.312228263015975
NUMERICAL RESULT,60.57142857142857,6404004271197.283,3.006577506993402
NUMERICAL RESULT,70.85714285714286,6404004271197.283,0.6841748179180707
NUMERICAL RESULT,81.14285714285714,6404004271197.283,0.21769390317620818
NUMERICAL RESULT,91.42857142857143,6404004271197.283,0.08752036308468103
NUMERICAL RESULT,101.71428571428572,6404004271197.283,0.041565313409241966
NUMERICAL RESULT,112.0,6404004271197.283,0.02231565090242693
NUMERICAL RESULT,122.28571428571429,6404004271197.283,0.013148011349017885
NUMERICAL RESULT,132.57142857142858,6404004271197.283,0.008327075196890021
NUMERICAL RESULT,142.85714285714286,6404004271197.283,0.005585229060467434
NUMERICAL RESULT,153.14285714285717,6404004271197.283,0.003924034408897548
NUMERICAL RESULT,163.42857142857144,6404004271197.283,0.002863945383513311
NUMERICAL RESULT,173.71428571428572,6404004271197.283,0.002157558397608561
NUMERICAL RESULT,184.0,6404004271197.283,0.0016693767586062336
NUMERICAL RESULT,194.2857142857143,6404004271197.283,0.0013213349498997218
NUMERICAL RESULT,204.57142857142858,6404004271197.283,0.0010664660204495746
NUMERICAL RESULT,214.85714285714286,6404004271197.283,0.0008754333520544222
NUMERICAL RESULT,225.14285714285717,6404004271197.283,0.0007293001820229961
NUMERICAL RESULT,235.42857142857144,6404004271197.283,0.0006154876741382154
NUMERICAL RESULT,245.71428571428572,6404004271197.283,0.0005254237583018906
NUMERICAL RESULT,256.0,6404004271197.283,0.0004531326339041186
NUMERICAL RESULT,266.28571428571433,6404004271197.283,0.000394362700983919
NUMERICAL RESULT,276.57142857142856,6404004271197.283,0.00034603303624702875
NUMERICAL RESULT,286.8571428571429,6404004271197.283,0.0003058736658401173
NUMERICAL RESULT,297.14285714285717,6404004271197.283,0.0002721866109167692
NUMERICAL RESULT,307.42857142857144,6404004271197.283,0.00024368390070250712
NUMERICAL RESULT,317.7142857142857,6404004271197.283,0.00021937525407356162
NUMERICAL RESULT,328.0,6404004271197.283,0.00019848736430017055
NUMERICAL RESULT,338.28571428571433,6404004271197.283,0.0001803995541393988
NUMERICAL RESULT,348.5714285714286,6404004271197.283,0.000164581191786084
NUMERICAL RESULT,358.8571428571429,6404004271197.283,0.0001505004653568065
NUMERICAL RESULT,369.14285714285717,6404004271197.283,0.00013746769622624555
NUMERICAL RESULT,379.42857142857144,6404004271197.283,0.00012441762247128452
NUMERICAL RESULT,389.7142857142857,6404004271197.283,0.00010999760544638804
NUMERICAL RESULT,400.0,6404004271197.283,9.386921426823847e-05
NUMERICAL RESULT,40.0,9284145445194.764,227.86151712863315
NUMERICAL RESULT,50.285714285714285,9284145445194.764,27.73603536622826
NUMERICAL RESULT,60.57142857142857,9284145445194.764,4.304519859703393
NUMERICAL RESULT,70.85714285714286,9284145445194.764,0.9888836242311516
NUMERICAL RESULT,81.14285714285714,9284145445194.764,0.31529273022758986
NUMERICAL RESULT,91.42857142857143,9284145445194.764,0.1268320403611467
NUMERICAL RESULT,101.71428571428572,9284145445194.764,0.060247683901049065
NUMERICAL RESULT,112.0,9284145445194.764,0.03234866363426292
NUMERICAL RESULT,122.28571428571429,9284145445194.764,0.019060082473654205
NUMERICAL RESULT,132.57142857142858,9284145445194.764,0.012071646575906314
NUMERICAL RESULT,142.85714285714286,9284145445194.764,0.00809692838312781
NUMERICAL RESULT,153.14285714285717,9284145445194.764,0.005688732761255366
NUMERICAL RESULT,163.42857142857144,9284145445194.764,0.004151924730178003
NUMERICAL RESULT,173.71428571428572,9284145445194.764,0.0031278722686822746
NUMERICAL RESULT,184.0,9284145445194.764,0.0024201459464467945
NUMERICAL RESULT,194.2857142857143,9284145445194.764,0.001915581269518185
NUMERICAL RESULT,204.57142857142858,9284145445194.764,0.001546092102189256
NUMERICAL RESULT,214.85714285714286,9284145445194.764,0.0012691464060576862
NUMERICAL RESULT,225.14285714285717,9284145445194.764,0.0010572927243046593
NUMERICAL RESULT,235.42857142857144,9284145445194.764,0.0008922951239220822
NUMERICAL RESULT,245.71428571428572,9284145445194.764,0.0007617264283998892
NUMERICAL RESULT,256.0,9284145445194.764,0.000656923502417861
NUMERICAL RESULT,266.28571428571433,9284145445194.764,0.0005717226571944067
NUMERICAL RESULT,276.57142857142856,9284145445194.764,0.0005016574106342375
NUMERICAL RESULT,286.8571428571429,9284145445194.764,0.0004434369228700774
NUMERICAL RESULT,297.14285714285717,9284145445194.764,0.00039459966258981183
NUMERICAL RESULT,307.42857142857144,9284145445194.764,0.00035327678649110794
NUMERICAL RESULT,317.7142857142857,9284145445194.764,0.00031803936746399586
NUMERICAL RESULT,328.0,9284145445194.764,0.00028776446165945657
NUMERICAL RESULT,338.28571428571433,9284145445194.764,0.0002615675206874002
NUMERICAL RESULT,348.5714285714286,9284145445194.764,0.00023871859049506838
NUMERICAL RESULT,358.8571428571429,9284145445194.764,0.00021855860348196643
NUMERICAL RESULT,369.14285714285717,9284145445194.764,0.00020036547958568462
NUMERICAL RESULT,379.42857142857144,9284145445194.764,0.00018313114296120148
NUMERICAL RESULT,389.7142857142857,9284145445194.764,0.00016534407825119501
NUMERICAL RESULT,400.0,9284145445194.764,0.00014544644304503862
NUMERICAL RESULT,40.0,13459603241553.643,282.8750939497822
NUMERICAL RESULT,50.285714285714285,13459603241553.643,37.38578727563182
NUMERICAL RESULT,60.57142857142857,13459603241553.643,6.132933086440806
NUMERICAL RESULT,70.85714285714286,13459603241553.643,1.4274268594474115
NUMERICAL RESULT,81.14285714285714,13459603241553.643,0.45645057149872326
NUMERICAL RESULT,91.42857142857143,13459603241553.643,0.18376912393094358
NUMERICAL RESULT,101.71428571428572,13459603241553.643,0.0873199161653293
NUMERICAL RESULT,112.0,13459603241553.643,0.04689036756042597
NUMERICAL RESULT,122.28571428571429,13459603241553.643,0.02762981486132965
NUMERICAL RESULT,132.57142857142858,13459603241553.643,0.017499810301080387
NUMERICAL RESULT,142.85714285714286,13459603241553.643,0.01173802307905536
NUMERICAL RESULT,153.14285714285717,13459603241553.643,0.008246977007808631
NUMERICAL RESULT,163.42857142857144,13459603241553.643,0.006019101670284854
NUMERICAL RESULT,173.71428571428572,13459603241553.643,0.004534538180034353
NUMERICAL RESULT,184.0,13459603241553.643,0.0035085459214601045
NUMERICAL RESULT,194.2857142857143,13459603241553.643,0.0027770734507326367
NUMERICAL RESULT,204.57142857142858,13459603241553.643,0.002241417523696221
NUMERICAL RESULT,214.85714285714286,13459603241553.643,0.0018399228190801864
NUMERICAL RESULT,225.14285714285717,13459603241553.643,0.0015327930989572636
NUMERICAL RESULT,235.42857142857144,13459603241553.643,0.001293591388140669
NUMERICAL RESULT,245.71428571428572,13459603241553.643,0.001104302077181707
NUMERICAL RESULT,256.0,13459603241553.643,0.0009523659677102003
NUMERICAL RESULT,266.28571428571433,13459603241553.643,0.0008288475081386082
NUMERICAL RESULT,276.57142857142856,13459603241553.643,0.00072727155353558
NUMERICAL RESULT,286.8571428571429,13459603241553.643,0.0006428673111624761
NUMERICAL RESULT,297.14285714285717,13459603241553.643,0.0005720662584529634
NUMERICAL RESULT,307.42857142857144,13459603241553.643,0.0005121620950232497
NUMERICAL RESULT,317.7142857142857,13459603241553.643,0.0004610756547895889
NUMERICAL RESULT,328.0,13459603241553.643,0.00041718999295170534
NUMERICAL RESULT,338.28571428571433,13459603241553.643,0.0003792289053450304
NUMERICAL RESULT,348.5714285714286,13459603241553.643,0.0003461617582578569
NUMERICAL RESULT,358.8571428571429,13459603241553.643,0.0003171116156330811
NUMERICAL RESULT,369.14285714285717,13459603241553.643,0.0002912359792439645
NUMERICAL RESULT,379.42857142857144,13459603241553.643,0.000267532557995942
NUMERICAL RESULT,389.7142857142857,13459603241553.643,0.00024454843685628447
NUMERICAL RESULT,400.0,13459603241553.643,0.00022024867005754345
NUMERICAL RESULT,40.0,19512934226359.664,349.3937871372961
NUMERICAL RESULT,50.285714285714285,19512934226359.664,49.730999843976356
NUMERICAL RESULT,60.57142857142857,19512934226359.664,8.682585498233175
NUMERICAL RESULT,70.85714285714286,19512934226359.664,2.056641515726554
NUMERICAL RESULT,81.14285714285714,19512934226359.664,0.6603945939121614
NUMERICAL RESULT,91.42857142857143,19512934226359.664,0.2661986686971485
NUMERICAL RESULT,101.71428571428572,19512934226359.664,0.1265416924575824
NUMERICAL RESULT,112.0,19512934226359.664,0.06796457912556786
NUMERICAL RESULT,122.28571428571429,19512934226359.664,0.04005110419420532
NUMERICAL RESULT,132.57142857142858,19512934226359.664,0.025368194799413324
NUMERICAL RESULT,142.85714285714286,19512934226359.664,0.017016195995300798
NUMERICAL RESULT,153.14285714285717,19512934226359.664,0.011955536610464002
NUMERICAL RESULT,163.42857142857144,19512934226359.664,0.008725903707529348
NUMERICAL RESULT,173.71428571428572,19512934226359.664,0.006573771480566926
NUMERICAL RESULT,184.0,19512934226359.664,0.005086400069909125
NUMERICAL RESULT,194.2857142857143,19512934226359.664,0.004025985046141045
NUMERICAL RESULT,204.57142857142858,19512934226359.664,0.003249441492658711
NUMERICAL RESULT,214.85714285714286,19512934226359.664,0.0026673892014050793
NUMERICAL RESULT,225.14285714285717,19512934226359.664,0.0022221374343045497
NUMERICAL RESULT,235.42857142857144,19512934226359.664,0.0018753613387545442
NUMERICAL RESULT,245.71428571428572,19512934226359.664,0.0016009438606578996
NUMERICAL RESULT,256.0,19512934226359.664,0.001380677895279625
NUMERICAL RESULT,266.28571428571433,19512934226359.664,0.0012016089646627037
NUMERICAL RESULT,276.57142857142856,19512934226359.664,0.0010543517920291734
NUMERICAL RESULT,286.8571428571429,19512934226359.664,0.0009319882811720248
NUMERICAL RESULT,297.14285714285717,19512934226359.664,0.0008293457433916629
NUMERICAL RESULT,307.42857142857144,19512934226359.664,0.000742500743178276
NUMERICAL RESULT,317.7142857142857,19512934226359.664,0.0006684400234435728
NUMERICAL RESULT,328.0,19512934226359.664,0.0006048210680065225
NUMERICAL RESULT,338.28571428571433,19512934226359.664,0.0005497977938473397
NUMERICAL RESULT,348.5714285714286,19512934226359.664,0.000501900817506673
NUMERICAL RESULT,358.8571428571429,19512934226359.664,0.0004599080124068067
NUMERICAL RESULT,369.14285714285717,19512934226359.664,0.0004227452461424974
NUMERICAL RESULT,379.42857142857144,19512934226359.664,0.00038930907246825797
NUMERICAL RESULT,389.7142857142857,19512934226359.664,0.000358198771177598
NUMERICAL RESULT,400.0,19512934226359.664,0.00032737401032267854
NUMERICAL RESULT,40.0,28288694346259.664,429.7204034546022
NUMERICAL RESULT,50.285714285714285,28288694346259.664,65.30469137954151
NUMERICAL RESULT,60.57142857142857,28288694346259.664,12.193593893667853
NUMERICAL RESULT,70.85714285714286,28288694346259.664,2.955566635310536
NUMERICAL RESULT,81.14285714285714,28288694346259.664,0.9546114301779429
NUMERICAL RESULT,91.42857142857143,28288694346259.664,0.3854607978308833
NUMERICAL RESULT,101.71428571428572,28288694346259.664,0.18334871631024985
NUMERICAL RESULT,112.0,28288694346259.664,0.09850100359674041
NUMERICAL RESULT,122.28571428571429,28288694346259.664,0.058053288618165055
NUMERICAL RESULT,132.57142857142858,28288694346259.664,0.036773128504985486
NUMERICAL RESULT,142.85714285714286,28288694346259.664,0.02466719149676333
NUMERICAL RESULT,153.14285714285717,28288694346259.664,0.01733150196721045
NUMERICAL RESULT,163.42857142857144,28288694346259.664,0.012649804614994764
NUMERICAL RESULT,173.71428571428572,28288694346259.664,0.009529985393341711
NUMERICAL RESULT,184.0,28288694346259.664,0.007373794613907414
NUMERICAL RESULT,194.2857142857143,28288694346259.664,0.005836529397984513
NUMERICAL RESULT,204.57142857142858,28288694346259.664,0.004710779636596385
NUMERICAL RESULT,214.85714285714286,28288694346259.664,0.0038669771127652908
NUMERICAL RESULT,225.14285714285717,28288694346259.664,0.0032214913639139198
NUMERICAL RESULT,235.42857142857144,28288694346259.664,0.0027187651052473782
NUMERICAL RESULT,245.71428571428572,28288694346259.664,0.0023209370370702587
NUMERICAL RESULT,256.0,28288694346259.664,0.002001612747215553
NUMERICAL RESULT,266.28571428571433,28288694346259.664,0.001742013081984517
NUMERICAL RESULT,276.57142857142856,28288694346259.664,0.0015285296746103683
NUMERICAL RESULT,286.8571428571429,28288694346259.664,0.0013511358127660245
NUMERICAL RESULT,297.14285714285717,28288694346259.664,0.0012023318898268798
NUMERICAL RESULT,307.42857142857144,28288694346259.664,0.0010764303216337368
NUMERICAL RESULT,317.7142857142857,28288694346259.664,0.0009690625853098211
NUMERICAL RESULT,328.0,28288694346259.664,0.0008768341776654864
NUMERICAL RESULT,338.28571428571433,28288694346259.664,0.0007970762107012419
NUMERICAL RESULT,348.5714285714286,28288694346259.664,0.0007276636633468669
NUMERICAL RESULT,358.8571428571429,28288694346259.664,0.0006668697351663866
NUMERICAL RESULT,369.14285714285717,28288694346259.664,0.0006132368804978583
NUMERICAL RESULT,379.42857142857144,28288694346259.664,0.0005654180147418586
NUMERICAL RESULT,389.7142857142857,28288694346259.664,0.0005219453058424861
NUMERICAL RESULT,400.0,28288694346259.664,0.0004808730847738474
NUMERICAL RESULT,40.0,41011270705513.05,526.6341866612906
NUMERICAL RESULT,50.285714285714285,41011270705513.05,84.72273070193084
NUMERICAL RESULT,60.57142857142857,41011270705513.05,16.9575271434365
NUMERICAL RESULT,70.85714285714286,41011270705513.05,4.232325340024934
NUMERICAL RESULT,81.14285714285714,41011270705513.05,1.3781585900921822
NUMERICAL RESULT,91.42857142857143,41011270705513.05,0.5578606600020297
NUMERICAL RESULT,101.71428571428572,41011270705513.05,0.2655902779111097
NUMERICAL RESULT,112.0,41011270705513.05,0.14273792925985074
NUMERICAL RESULT,122.28571428571429,41011270705513.05,0.08414033427310841
NUMERICAL RESULT,132.57142857142858,41011270705513.05,0.05330272126209401
NUMERICAL RESULT,142.85714285714286,41011270705513.05,0.035757083569265546
NUMERICAL RESULT,153.14285714285717,41011270705513.05,0.02512423700713473
NUMERICAL RESULT,163.42857142857144,41011270705513.05,0.018337900517884087
NUMERICAL RESULT,173.71428571428572,41011270705513.05,0.013815419152862773
NUMERICAL RESULT,184.0,41011270705513.05,0.010689739349367677
